order_id,customer_id,order_date,status,total_amount,discount_pct
O0000322,C00008,2024-03-11,completed,690.95,0.0
O0001344,C00435,2023-09-21,shipped,974.57,5.0
O0000578,C00398,09/07/2023,shipped,1557.75,0.0
O0000501,,25/06/2023,shipped,93.3,15.0
O0001705,,2024-01-19,cancelled,1422.22,5.0
O0000974,C00330,2022-01-13,completed,1841.48,5.0
O0001863,C00054,2023-10-29,pending,1728.88,0.0
O0000493,C00463,2022-01-29,shipped,85.66,10.0
O0001592,C00116,2022-11-13,refunded,758.66,0.0
O0001240,C00281,23/07/2023,pending,36.15,0.0
O0000520,,2022-03-15,refunded,290.56,0.0
O0000232,C00351,2024-05-16,shipped,2218.16,0.0
O0000371,C00103,05/01/2023,pending,1782.64,0.0
O0001791,C00195,2022-09-24,refunded,1283.8,0.0
O0001412,C00053,2022-01-21,refunded,1986.07,15.0
O0000162,C00261,2023-10-10,pending,2261.74,20.0
O0000856,C00369,30/03/2023,completed,1086.99,10.0
O0001557,C00277,10/03/2024,shipped,1808.57,15.0
O0001697,C00462,2023-05-01,completed,1074.99,0.0
O0000727,C00302,11/07/2022,cancelled,196.89,20.0
O0001684,C00389,2022-11-12,refunded,305.26,10.0
O0000508,C00131,2023-01-03,cancelled,1094.93,5.0
O0000074,C00232,2023-08-26,shipped,1870.74,10.0
O0001086,C00346,2022-11-28,shipped,2307.9,10.0
O0000978,C00361,29/05/2022,cancelled,1669.48,15.0
O0000478,C00426,2022-11-14,completed,170.55,10.0
O0001153,C00238,01/08/2022,refunded,-264.71,0.0
O0000781,C00390,2023-04-02,pending,988.1,0.0
O0001750,C00285,2024-05-15,completed,1663.58,20.0
O0000509,C00133,2023-01-25,refunded,381.54,25.0
O0000321,C00021,14/09/2023,cancelled,833.87,0.0
O0001113,C00071,2023-10-25,refunded,184.2,25.0
O0001866,C00500,2022-08-29,cancelled,396.77,0.0
O0000230,C00157,2024-04-06,cancelled,1781.44,10.0
O0000518,C00228,2023-08-15,cancelled,49.93,25.0
O0000520,,2022-03-15,refunded,290.56,0.0
O0001908,C00133,19/01/2023,cancelled,1693.19,0.0
O0001693,C00223,2022-02-19,refunded,1639.77,25.0
O0000066,C00230,2023-11-05,refunded,2117.26,0.0
O0001119,C00182,2024-03-19,pending,1310.75,15.0
O0001950,C00394,2024-04-12,cancelled,729.36,20.0
O0001348,C00340,09/06/2024,completed,378.14,5.0
O0001555,,2022-07-01,shipped,836.61,15.0
O0001948,C00242,25/03/2022,shipped,1179.71,0.0
O0000391,C00413,2024-06-10,pending,1087.17,
O0000065,C00158,2022-07-17,cancelled,1718.69,5.0
O0000889,C00278,2024-06-28,pending,842.22,5.0
O0000540,C00172,2023-03-13,pending,13.72,10.0
O0000062,C00219,18/08/2023,cancelled,255.8,25.0
O0001645,C00235,09/04/2023,completed,2201.63,20.0
O0000562,C00485,2022-02-10,refunded,2275.12,15.0
O0001509,C00207,2023-01-26,shipped,858.22,0.0
O0001535,C00077,01/03/2022,cancelled,1258.78,0.0
O0001081,C00167,2023-08-22,shipped,2329.6,
O0000816,C00088,2022-10-29,cancelled,1400.93,10.0
O0001839,C00496,2022-02-07,pending,2265.19,0.0
O0000490,C00343,2022-06-30,shipped,1800.05,10.0
O0001169,C00454,2022-11-04,cancelled,720.3,0.0
O0001018,C00500,13/08/2023,shipped,-1269.39,10.0
O0001903,C00458,2023-05-27,pending,1839.96,0.0
O0001513,C00482,2024-04-29,shipped,1599.14,0.0
O0001558,C00391,14/05/2024,shipped,1863.98,15.0
O0000528,C00230,2022-01-19,cancelled,656.21,
O0001875,C00204,2023-11-05,pending,,15.0
O0000566,C00038,2023-10-13,refunded,1581.34,0.0
O0000148,C00132,26/10/2022,completed,1731.24,0.0
O0001534,C00162,2022-11-24,pending,2383.22,25.0
O0001703,C00369,2024-05-18,shipped,870.81,15.0
O0001635,C00495,2023-04-17,shipped,1063.4,0.0
O0000449,C00421,2023-06-14,cancelled,1388.35,0.0
O0001778,C00276,2023-04-04,shipped,1153.96,15.0
O0001996,C00018,2023-12-14,shipped,1602.52,
O0000412,C00130,2024-04-26,shipped,257.49,0.0
O0001808,C00239,2024-03-09,completed,264.27,5.0
O0001658,C00177,09/04/2023,refunded,2384.24,25.0
O0000205,C00053,2022-12-08,shipped,2033.2,20.0
O0000197,C00179,2023-09-14,refunded,1633.31,10.0
O0000576,C00160,03/02/2023,refunded,569.96,0.0
O0000018,C00437,2022-10-28,completed,1706.33,10.0
O0000629,C00321,2023-09-18,shipped,2270.08,15.0
O0000763,C00273,01/11/2022,refunded,1057.72,5.0
O0000525,C00022,2023-05-22,shipped,627.56,20.0
O0001625,,05/06/2022,completed,915.66,0.0
O0001043,C00392,2024-05-14,completed,515.05,0.0
O0000677,C00192,27/06/2024,shipped,1131.96,20.0
O0001456,C00087,06/03/2024,pending,2499.29,10.0
O0001639,,18/05/2024,completed,886.53,0.0
O0000635,C00180,14/10/2022,pending,852.84,0.0
O0000314,C00245,2023-01-28,shipped,692.79,25.0
O0001883,C00407,24/02/2022,pending,942.98,20.0
O0001862,C00340,2023-12-27,refunded,1071.36,15.0
O0001420,C00482,2022-02-12,cancelled,1793.36,5.0
O0000906,C00067,2022-08-17,cancelled,443.85,0.0
O0001468,C00462,2024-05-24,shipped,2236.21,25.0
O0000140,C00259,2022-07-04,completed,1374.7,0.0
O0000914,C00302,2022-05-12,pending,304.29,0.0
O0000728,C00289,26/02/2023,refunded,851.15,25.0
O0001322,C00469,01/06/2023,cancelled,2324.83,10.0
O0000836,C00239,2022-10-28,shipped,,15.0
O0001519,C00398,2024-02-21,shipped,1036.53,10.0
O0000904,C00390,2022-03-12,shipped,2442.5,15.0
O0001860,C00406,26/09/2023,shipped,2078.51,0.0
O0000687,C00420,2022-11-17,pending,640.5,0.0
O0001350,,15/11/2022,completed,1954.26,15.0
O0001545,C00449,2024-06-17,shipped,1905.18,
O0001710,C00371,01/08/2022,cancelled,34.0,20.0
O0001335,C00135,14/04/2023,cancelled,671.1,20.0
O0001063,C00291,2023-12-31,refunded,88.27,10.0
O0001714,C00183,03/03/2023,refunded,194.46,0.0
O0001273,C00265,2024-01-08,cancelled,700.23,15.0
O0001517,C00132,2022-04-25,pending,2245.66,25.0
O0001061,C00500,2023-09-13,shipped,1613.71,5.0
O0001003,C00143,2023-03-31,refunded,766.52,0.0
O0000539,C00100,2023-02-09,refunded,2422.44,10.0
O0000064,C00329,14/08/2023,shipped,653.06,0.0
O0000097,C00449,2022-12-12,pending,1912.99,25.0
O0001388,C00005,06/09/2023,shipped,73.22,15.0
O0001378,C00477,2023-06-02,pending,,0.0
O0001065,C00466,20/06/2024,refunded,1845.7,0.0
O0000366,C00372,2022-04-22,pending,2201.49,0.0
O0001632,C00464,2023-10-23,refunded,820.69,0.0
O0001584,C00041,2023-04-21,completed,1950.12,25.0
O0001484,C00229,2023-06-29,completed,631.55,0.0
O0001942,C00184,12/06/2023,cancelled,1068.22,25.0
O0001543,C00211,2023-11-02,refunded,34.06,
O0000776,,2023-01-15,cancelled,711.13,5.0
O0001217,C00461,17/04/2023,cancelled,192.26,0.0
O0001491,C00171,19/10/2023,pending,2251.61,0.0
O0001027,C00090,06/06/2024,refunded,1990.39,15.0
O0000560,C00480,2022-03-28,completed,,15.0
O0000215,C00005,2022-12-05,cancelled,554.23,25.0
O0001418,C00462,2022-12-27,pending,2300.34,15.0
O0000266,C00133,18/04/2023,cancelled,901.55,20.0
O0000592,C00200,2023-11-09,shipped,1498.67,5.0
O0000813,C00051,2023-05-30,cancelled,261.74,20.0
O0000757,C00486,2022-02-03,shipped,163.1,0.0
O0000310,,2022-03-07,refunded,1110.73,0.0
O0001731,C00473,20/12/2023,completed,63.29,25.0
O0001147,C00166,20/10/2022,cancelled,673.14,0.0
O0001958,C00034,31/07/2023,completed,1034.8,25.0
O0001369,C00444,2024-05-03,refunded,1531.34,15.0
O0000682,C00213,2022-06-28,refunded,146.67,5.0
O0001923,C00007,30/01/2023,pending,138.25,20.0
O0001148,C00215,2023-09-21,pending,2094.47,
O0000422,C00085,2022-12-23,refunded,1960.96,0.0
O0000049,C00105,2022-12-26,shipped,269.33,5.0
O0000317,C00284,2023-02-02,refunded,119.93,15.0
O0001801,C00363,2022-04-13,refunded,1294.34,5.0
O0000497,C00483,07/08/2023,cancelled,97.83,0.0
O0001851,C00257,19/01/2022,refunded,1023.93,20.0
O0001949,C00082,2023-10-25,shipped,,20.0
O0001038,C00469,2022-10-23,pending,1424.49,5.0
O0001953,C00324,2024-02-14,completed,356.56,0.0
O0001792,C00324,2022-10-29,completed,324.7,0.0
O0000531,C00391,2022-06-13,refunded,378.01,15.0
O0001516,C00346,2023-02-10,shipped,1845.18,0.0
O0000346,C00034,2022-02-12,shipped,1539.39,0.0
O0001734,C00037,2024-03-04,pending,435.67,0.0
O0001136,C00401,2022-02-06,cancelled,1159.0,25.0
O0000103,C00373,2023-05-14,pending,2187.68,
O0001437,C00315,2023-02-20,pending,689.51,10.0
O0000558,C00072,2023-11-16,pending,2016.39,20.0
O0000088,C00080,07/06/2023,pending,1175.49,25.0
O0000405,C00171,2024-03-08,completed,425.39,10.0
O0000813,C00051,2023-05-30,cancelled,261.74,20.0
O0000786,C00128,2023-12-30,refunded,1980.48,15.0
O0001610,C00237,2022-11-26,cancelled,2377.23,25.0
O0000892,C00094,2023-08-29,pending,1315.29,10.0
O0000101,C00035,2024-01-14,completed,2173.38,10.0
O0001709,C00052,2024-04-01,refunded,1833.99,15.0
O0000599,C00159,20/02/2024,refunded,1462.13,0.0
O0000169,C00221,2022-11-29,pending,804.86,0.0
O0001819,C00014,2024-03-08,shipped,2260.93,25.0
O0000128,C00020,2022-03-24,cancelled,885.1,5.0
O0000330,C00072,2023-10-09,cancelled,2199.19,0.0
O0000241,C00498,19/05/2023,completed,703.09,25.0
O0001781,C00463,2022-10-19,pending,306.25,10.0
O0001079,C00178,30/09/2022,cancelled,61.8,0.0
O0000009,C00106,01/03/2024,shipped,1421.53,0.0
O0000530,C00460,2023-12-06,refunded,2357.26,10.0
O0001552,C00293,2024-02-27,pending,2338.25,25.0
O0000261,C00348,2023-08-21,cancelled,2231.74,0.0
O0001120,C00073,2022-03-29,cancelled,736.89,15.0
O0000372,C00137,2022-05-07,refunded,768.33,15.0
